RESPONSE,answer,item,list,structure,verb,Participant,accuracy
Yes,Yes,52,2,filler,none,61,correct
Yes,Yes,52,2,filler,none,61,correct
Yes,Yes,52,2,filler,none,61,correct
Yes,Yes,52,2,filler,none,61,correct
Yes,Yes,52,2,filler,none,61,correct
Yes,Yes,52,2,filler,none,61,correct
Yes,Yes,52,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
No,No,53,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
Yes,Yes,58,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,59,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
No,No,62,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
Yes,Yes,64,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,66,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,68,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
No,No,69,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
Yes,Yes,72,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
No,No,73,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,74,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,75,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
Yes,Yes,77,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,78,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,80,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,82,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,84,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,87,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,No,89,2,filler,none,61,correct
No,Yes,1,3,move,DP,62,incorrect
No,Yes,1,3,move,DP,62,incorrect
No,Yes,1,3,move,DP,62,incorrect
No,Yes,1,3,move,DP,62,incorrect
No,Yes,1,3,move,DP,62,incorrect
Yes,Yes,2,3,move,unacc,62,correct
Yes,Yes,2,3,move,unacc,62,correct
Yes,Yes,2,3,move,unacc,62,correct
Yes,Yes,2,3,move,unacc,62,correct
Yes,Yes,2,3,move,unacc,62,correct
No,No,5,3,nomove,unacc,62,correct
No,No,5,3,nomove,unacc,62,correct
No,No,5,3,nomove,unacc,62,correct
No,No,5,3,nomove,unacc,62,correct
No,No,5,3,nomove,unacc,62,correct
Yes,Yes,6,3,nomove,CP,62,correct
Yes,Yes,6,3,nomove,CP,62,correct
Yes,Yes,6,3,nomove,CP,62,correct
Yes,Yes,6,3,nomove,CP,62,correct
Yes,Yes,6,3,nomove,CP,62,correct
Yes,Yes,7,3,move,DP,62,correct
Yes,Yes,7,3,move,DP,62,correct
Yes,Yes,7,3,move,DP,62,correct
Yes,Yes,7,3,move,DP,62,correct
Yes,Yes,7,3,move,DP,62,correct
Yes,Yes,11,3,nomove,unacc,62,correct
Yes,Yes,11,3,nomove,unacc,62,correct
Yes,Yes,11,3,nomove,unacc,62,correct
Yes,Yes,11,3,nomove,unacc,62,correct
Yes,Yes,11,3,nomove,unacc,62,correct
Yes,Yes,13,3,move,DP,62,correct
Yes,Yes,13,3,move,DP,62,correct
Yes,Yes,13,3,move,DP,62,correct
Yes,Yes,13,3,move,DP,62,correct
Yes,Yes,13,3,move,DP,62,correct
Yes,Yes,14,3,move,unacc,62,correct
Yes,Yes,14,3,move,unacc,62,correct
Yes,Yes,14,3,move,unacc,62,correct
Yes,Yes,14,3,move,unacc,62,correct
Yes,Yes,14,3,move,unacc,62,correct
Yes,Yes,17,3,nomove,DP,62,correct
Yes,Yes,17,3,nomove,DP,62,correct
Yes,Yes,17,3,nomove,DP,62,correct
Yes,Yes,17,3,nomove,DP,62,correct
Yes,Yes,17,3,nomove,DP,62,correct
Yes,Yes,19,3,move,DP,62,correct
Yes,Yes,19,3,move,DP,62,correct
Yes,Yes,19,3,move,DP,62,correct
Yes,Yes,19,3,move,DP,62,correct
Yes,Yes,19,3,move,DP,62,correct
Yes,Yes,21,3,move,CP,62,correct
Yes,Yes,21,3,move,CP,62,correct
Yes,Yes,21,3,move,CP,62,correct
Yes,Yes,21,3,move,CP,62,correct
Yes,Yes,21,3,move,CP,62,correct
No,Yes,22,3,nomove,DP,62,incorrect
No,Yes,22,3,nomove,DP,62,incorrect
No,Yes,22,3,nomove,DP,62,incorrect
No,Yes,22,3,nomove,DP,62,incorrect
No,Yes,22,3,nomove,DP,62,incorrect
No,No,25,3,move,DP,62,correct
No,No,25,3,move,DP,62,correct
No,No,25,3,move,DP,62,correct
No,No,25,3,move,DP,62,correct
No,No,25,3,move,DP,62,correct
No,Yes,30,3,nomove,CP,62,incorrect
No,Yes,30,3,nomove,CP,62,incorrect
No,Yes,30,3,nomove,CP,62,incorrect
No,Yes,30,3,nomove,CP,62,incorrect
No,Yes,30,3,nomove,CP,62,incorrect
No,No,31,3,move,DP,62,correct
No,No,31,3,move,DP,62,correct
No,No,31,3,move,DP,62,correct
No,No,31,3,move,DP,62,correct
No,No,31,3,move,DP,62,correct
Yes,Yes,32,3,move,unacc,62,correct
Yes,Yes,32,3,move,unacc,62,correct
Yes,Yes,32,3,move,unacc,62,correct
Yes,Yes,32,3,move,unacc,62,correct
Yes,Yes,32,3,move,unacc,62,correct
No,No,33,3,move,CP,62,correct
No,No,33,3,move,CP,62,correct
No,No,33,3,move,CP,62,correct
No,No,33,3,move,CP,62,correct
No,No,33,3,move,CP,62,correct
Yes,Yes,35,3,nomove,unacc,62,correct
Yes,Yes,35,3,nomove,unacc,62,correct
Yes,Yes,35,3,nomove,unacc,62,correct
Yes,Yes,35,3,nomove,unacc,62,correct
Yes,Yes,35,3,nomove,unacc,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,37,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,38,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
No,No,39,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
Yes,Yes,43,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,44,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
No,No,46,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
Yes,Yes,48,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
No,No,50,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
Yes,Yes,52,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
No,No,53,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
Yes,Yes,58,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,59,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
No,No,62,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
Yes,Yes,64,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,66,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
No,No,68,3,filler,none,62,correct
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,No,69,3,filler,none,62,incorrect
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,Yes,72,3,filler,none,62,correct
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
Yes,No,73,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
No,Yes,74,3,filler,none,62,incorrect
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,75,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
Yes,Yes,77,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,78,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,80,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,82,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,84,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,87,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
No,No,89,3,filler,none,62,correct
Yes,Yes,1,4,nomove,CP,63,correct
Yes,Yes,1,4,nomove,CP,63,correct
Yes,Yes,1,4,nomove,CP,63,correct
Yes,Yes,1,4,nomove,CP,63,correct
Yes,Yes,1,4,nomove,CP,63,correct
Yes,Yes,2,4,move,DP,63,correct
Yes,Yes,2,4,move,DP,63,correct
Yes,Yes,2,4,move,DP,63,correct
Yes,Yes,2,4,move,DP,63,correct
Yes,Yes,2,4,move,DP,63,correct
No,No,5,4,nomove,DP,63,correct
No,No,5,4,nomove,DP,63,correct
No,No,5,4,nomove,DP,63,correct
No,No,5,4,nomove,DP,63,correct
No,No,5,4,nomove,DP,63,correct
Yes,Yes,6,4,nomove,unacc,63,correct
Yes,Yes,6,4,nomove,unacc,63,correct
Yes,Yes,6,4,nomove,unacc,63,correct
Yes,Yes,6,4,nomove,unacc,63,correct
Yes,Yes,6,4,nomove,unacc,63,correct
Yes,Yes,7,4,nomove,CP,63,correct
Yes,Yes,7,4,nomove,CP,63,correct
Yes,Yes,7,4,nomove,CP,63,correct
Yes,Yes,7,4,nomove,CP,63,correct
Yes,Yes,7,4,nomove,CP,63,correct
Yes,Yes,11,4,nomove,DP,63,correct
Yes,Yes,11,4,nomove,DP,63,correct
